RecordType,Survey,Quarter,Country,Ship,Gear,SweepLngt,GearEx,DoorType,StNo,HaulNo,Year,Month,Day,TimeShot,DepthStratum,HaulDur,DayNight,ShootLat,ShootLong,HaulLat,HaulLong,StatRec,Depth,HaulVal,HydroStNo,StdSpecRecCode,BySpecRecCode,DataType,Netopening,Rigging,Tickler,Distance,Warplngt,Warpdia,WarpDen,DoorSurface,DoorWgt,DoorSpread,WingSpread,Buoyancy,KiteDim,WgtGroundRope,TowDir,GroundSpeed,SpeedWater,SurCurDir,SurCurSpeed,BotCurDir,BotCurSpeed,WindDir,WindSpeed,SwellDir,SwellHeight,SurTemp,BotTemp,SurSal,BotSal,ThermoCline,ThClineDepth,CodendMesh,SecchiDepth,Turbidity,TidePhase,TideSpeed,PelSampType,MinTrawlDepth,MaxTrawlDepth,SurveyIndexArea,DateofCalculation
HH,BTS,3,GB,74RY,BT4AI,-9,-9,-9,105,125,1991,9,27,1728,-9,30,D,51.5383,-3.9333,51.545,-3.88,32E6,22,V,-9,1,1,R,-9,FM,0,3748,-9,30,-9,-9,-9,-9,-9,-9,-9,-9,76,4,-9,-9,-9,-9,-9,220,10,0,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20231124
HH,BTS,3,GB,74RY,BT4AI,-9,-9,-9,106,127,1991,9,28,0947,-9,30,D,51.52,-3.8317,51.5517,-3.8517,32E6,20,V,-9,1,1,R,-9,FM,0,3715,-9,30,-9,-9,-9,-9,-9,-9,-9,-9,350,4,-9,-9,-9,-9,-9,90,38,100,7,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20231124
HH,BTS,3,GB,74RY,BT4AI,-9,-9,-9,107,126,1991,9,28,0643,-9,30,D,51.3833,-3.725,51.3833,-3.775,31E6,22,V,-9,1,1,R,-9,FM,0,3470,-9,30,-9,-9,-9,-9,-9,-9,-9,-9,270,3.7,-9,-9,-9,-9,-9,110,34,110,9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20231124
HH,BTS,3,GB,74RY,BT4AI,-9,-9,-9,109,116,1991,9,27,0728,-9,30,D,51.5583,-4.85,51.54,-4.8033,32E5,42,V,-9,1,1,R,-9,FM,0,3817,-9,30,-9,-9,-9,-9,-9,-9,-9,-9,122,4.1,-9,-9,-9,-9,-9,350,10,0,3,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20231124
HH,BTS,3,GB,74RY,BT4AI,-9,-9,-9,11,67,1991,9,20,1151,-9,15,D,54.0633,-3.3733,54.0783,-3.3883,37E6,23,V,-9,1,1,R,-9,FM,0,1934,-9,30,-9,-9,-9,-9,-9,-9,-9,-9,330,4.2,-9,-9,-9,-9,-9,180,10,0,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20231124
HH,BTS,3,GB,74RY,BT4A,-9,-9,-9,49,47,1991,8,19,1001,-9,23,D,50.7417,-0.9183,50.7417,-0.955,30E9,11,V,-9,1,1,R,-9,FM,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,278,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20231124
HH,BTS,3,GB,74RY,BT4AI,-9,-9,-9,1,40,1991,9,18,0605,-9,15,D,54.79,-4.7967,54.7867,-4.7683,38E5,17,V,-9,1,1,R,-9,FM,0,1850,-9,30,-9,-9,-9,-9,-9,-9,-9,-9,100,4,-9,-9,-9,-9,-9,265,20,0,4,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20231124
HH,BTS,3,GB,74RY,BT4AI,-9,-9,-9,10,76,1991,9,22,1602,-9,15,D,54.1733,-3.4017,54.1583,-3.3867,37E6,15,V,-9,1,1,R,-9,FM,0,1933,-9,30,-9,-9,-9,-9,-9,-9,-9,-9,185,4.2,-9,-9,-9,-9,-9,240,38,0,10,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20231124
HH,BTS,3,GB,74RY,BT4AI,-9,-9,-9,101,15,1991,9,13,1232,-9,30,D,51.685,-4.6367,51.6883,-4.5817,32E5,11,V,-9,1,1,R,-9,FM,0,3807,-9,30,-9,-9,-9,-9,-9,-9,-9,-9,81,4.1,-9,-9,-9,-9,-9,170,10,0,3,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20231124
HH,BTS,3,GB,74RY,BT4AI,-9,-9,-9,102,16,1991,9,13,1331,-9,30,D,51.6867,-4.4783,51.6667,-4.4367,32E5,11,V,-9,1,1,R,-9,FM,0,3652,-9,30,-9,-9,-9,-9,-9,-9,-9,-9,126,3.9,-9,-9,-9,-9,-9,170,10,0,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20231124
HH,BTS,3,GB,74RY,BT4AI,-9,-9,-9,103,17,1991,9,13,1419,-9,30,D,51.6467,-4.4083,51.6217,-4.3683,32E5,11,V,-9,1,1,R,-9,FM,0,3919,-9,30,-9,-9,-9,-9,-9,-9,-9,-9,135,4.2,-9,-9,-9,-9,-9,170,10,0,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20231124
HH,BTS,3,GB,74RY,BT4A,-9,-9,-9,59,31,1991,8,18,1221,-9,30,D,50.7533,0.0617,50.7633,0.01,30F0,18,V,-9,1,1,R,-9,FM,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,286,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20231124
HH,BTS,3,GB,74RY,BT4A,-9,-9,-9,56,33,1991,8,18,1357,-9,30,D,50.7817,-0.1833,50.76,-0.145,30E9,16,V,-9,1,1,R,-9,FM,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,126,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20231124
HH,BTS,3,GB,74RY,BT4A,-9,-9,-9,75,3,1991,8,17,0555,-9,30,D,50.9967,1.2167,50.9833,1.19,30F1,30,V,-9,1,1,R,-9,FM,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,235,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20231124
HH,BTS,3,GB,74RY,BT4A,-9,-9,-9,55,35,1991,8,18,1525,-9,30,D,50.775,-0.32,50.7833,-0.2717,30E9,13,V,-9,1,1,R,-9,FM,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,78,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20231124
HH,BTS,3,GB,74RY,BT4A,-9,-9,-9,54,37,1991,8,18,1638,-9,30,D,50.7267,-0.315,50.72,-0.3667,30E9,21,V,-9,1,1,R,-9,FM,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,258,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20231124
HH,BTS,3,GB,74RY,BT4A,-9,-9,-9,53,39,1991,8,18,1756,-9,30,D,50.6717,-0.5383,50.6717,-0.5917,30E9,22,V,-9,1,1,R,-9,FM,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,270,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20231124
HH,BTS,3,GB,74RY,BT4A,-9,-9,-9,60,19,1991,8,17,1656,-9,30,D,50.7017,0.6233,50.6817,0.5833,30F0,49,V,-9,1,1,R,-9,FM,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,233,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20231124
HH,BTS,3,GB,74RY,BT4A,-9,-9,-9,61,21,1991,8,18,0517,-9,30,D,50.7667,0.5817,50.7517,0.5333,30F0,21,V,-9,1,1,R,-9,FM,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,243,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20231124
HH,BTS,3,GB,74RY,BT4A,-9,-9,-9,62,23,1991,8,18,0633,-9,30,D,50.81,0.5583,50.78,0.58,30F0,17,V,-9,1,1,R,-9,FM,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,150,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20231124
HH,BTS,3,GB,74RY,BT4A,-9,-9,-9,67,25,1991,8,18,0842,-9,30,D,50.63,0.165,50.6333,0.11,30F0,55,V,-9,1,1,R,-9,FM,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,282,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20231124
HH,BTS,3,GB,74RY,BT4A,-9,-9,-9,58,27,1991,8,18,0957,-9,30,D,50.7183,-0.0017,50.71,-0.0483,30E9,25,V,-9,1,1,R,-9,FM,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,255,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20231124
HH,BTS,3,GB,74RY,BT4A,-9,-9,-9,57,29,1991,8,18,1110,-9,30,D,50.7583,-0.1317,50.755,-0.0817,30E9,20,V,-9,1,1,R,-9,FM,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,95,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20231124
HH,BTS,3,GB,74RY,BT4A,-9,-9,-9,73,9,1991,8,17,0930,-9,30,D,50.88,1.0933,50.855,1.0533,30F1,37,V,-9,1,1,R,-9,FM,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,226,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20231124
HH,BTS,3,GB,74RY,BT4A,-9,-9,-9,65,11,1991,8,17,1104,-9,30,D,50.8767,0.8067,50.8667,0.76,30F0,10,V,-9,1,1,R,-9,FM,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,279,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20231124
HH,BTS,3,GB,74RY,BT4A,-9,-9,-9,80,5,1991,8,17,0720,-9,30,D,51.04,1.13,51.0283,1.0833,31F1,24,V,-9,1,1,R,-9,FM,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,245,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20231124
HH,BTS,3,GB,74RY,BT4A,-9,-9,-9,66,13,1991,8,17,1205,-9,30,D,50.875,0.8233,50.8583,0.78,30F0,14,V,-9,1,1,R,-9,FM,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,237,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20231124
HH,BTS,3,GB,74RY,BT4A,-9,-9,-9,63,15,1991,8,17,1314,-9,30,D,50.7917,0.785,50.7967,0.8333,30F0,36,V,-9,1,1,R,-9,FM,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,85,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20231124
HH,BTS,3,GB,74RY,BT4A,-9,-9,-9,64,17,1991,8,17,1456,-9,30,D,50.805,0.845,50.8283,0.895,30F0,39,V,-9,1,1,R,-9,FM,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,52,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20231124
HH,BTS,3,GB,74RY,BT4A,-9,-9,-9,37,95,1991,8,24,0520,-9,30,D,50.3517,1.3933,50.32,1.405,29F1,22,V,-9,1,1,R,-9,FM,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,165,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20231124
HH,BTS,3,GB,74RY,BT4A,-9,-9,-9,38,96,1991,8,24,0600,-9,30,D,50.3067,1.405,50.2717,1.3933,29F1,14,V,-9,1,1,R,-9,FM,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,194,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20231124
HH,BTS,3,GB,74RY,BT4A,-9,-9,-9,36,86,1991,8,23,0515,-9,30,D,50.39,1.215,50.37,1.1767,29F1,20,V,-9,1,1,R,-9,FM,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,221,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20231124
HH,BTS,3,GB,74RY,BT4A,-9,-9,-9,19,84,1991,8,22,1614,-9,30,D,49.7767,0.325,49.7567,0.29,28F0,20,V,-9,1,1,R,-9,FM,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,228,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20231124
HH,BTS,3,GB,74RY,BT4A,-9,-9,-9,41,97,1991,8,24,0735,-9,30,D,50.2133,1.165,50.245,1.19,29F1,24,V,-9,1,1,R,-9,FM,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,15,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20231124
HH,BTS,3,GB,74RY,BT4A,-9,-9,-9,74,7,1991,8,17,0815,-9,30,D,50.9983,1.06,50.9717,1.0317,30F1,20,V,-9,1,1,R,-9,FM,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,216,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20231124
HH,BTS,3,GB,74RY,BT4A,-9,-9,-9,70,90,1991,8,23,0956,-9,30,D,50.6833,1.405,50.715,1.435,30F1,52,V,-9,1,1,R,-9,FM,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,43,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20231124
HH,BTS,3,GB,74RY,BT4A,-9,-9,-9,77,89,1991,8,23,0822,-9,30,D,50.6083,1.4467,50.64,1.4717,30F1,31,V,-9,1,1,R,-9,FM,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,31,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20231124
HH,BTS,3,GB,74RY,BT4A,-9,-9,-9,68,91,1991,8,23,1114,-9,30,D,50.83,1.4633,50.8683,1.4833,30F1,60,V,-9,1,1,R,-9,FM,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,15,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20231124
HH,BTS,3,GB,74RY,BT4A,-9,-9,-9,69,92,1991,8,23,1308,-9,30,D,50.7967,1.5633,50.7633,1.5417,30F1,21,V,-9,1,1,R,-9,FM,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,185,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20231124
HH,BTS,3,GB,74RY,BT4A,-9,-9,-9,71,93,1991,8,23,1417,-9,30,D,50.6917,1.5283,50.655,1.5133,30F1,24,V,-9,1,1,R,-9,FM,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,195,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20231124
HH,BTS,3,GB,74RY,BT4A,-9,-9,-9,72,94,1991,8,23,1540,-9,30,D,50.5417,1.54,50.5117,1.52,30F1,15,V,-9,1,1,R,-9,FM,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,197,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20231124
HH,BTS,3,GB,74RY,BT4A,-9,-9,-9,21,82,1991,8,22,1230,-9,30,D,49.6083,0.0633,49.58,0.0383,28F0,23,V,-9,1,1,R,-9,FM,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,200,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20231124
HH,BTS,3,GB,74RY,BT4A,-9,-9,-9,20,83,1991,8,22,1437,-9,30,D,49.8533,0.1,49.825,0.0683,28F0,33,V,-9,1,1,R,-9,FM,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,214,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20231124
HH,BTS,3,GB,74RY,BT4A,-9,-9,-9,11,81,1991,8,22,1125,-9,30,D,49.5933,-0.0133,49.5767,-0.0533,28E9,26,V,-9,1,1,R,-9,FM,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,240,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20231124
HH,BTS,3,GB,74RY,BT4A,-9,-9,-9,18,85,1991,8,22,1744,-9,30,D,49.8917,0.5033,49.9083,0.56,28F0,28,V,-9,1,1,R,-9,FM,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,60,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20231124
HH,BTS,3,GB,74RY,BT4A,-9,-9,-9,35,87,1991,8,23,0623,-9,30,D,50.4383,1.205,50.4683,1.2317,29F1,32,V,-9,1,1,R,-9,FM,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,25,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20231124
HH,BTS,3,GB,74RY,BT4A,-9,-9,-9,76,88,1991,8,23,0743,-9,30,D,50.5683,1.4117,50.5983,1.4383,30F1,30,V,-9,1,1,R,-9,FM,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,27,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20231124
HH,BTS,3,GB,74RY,BT4A,-9,-9,-9,2,75,1991,8,21,1656,-9,30,D,49.39,-0.285,49.3867,-0.2333,27E9,21,V,-9,1,1,R,-9,FM,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,96,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20231124
HH,BTS,3,GB,74RY,BT4A,-9,-9,-9,3,76,1991,8,21,1804,-9,30,D,49.4117,-0.3383,49.425,-0.29,27E9,24,V,-9,1,1,R,-9,FM,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,66,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20231124
HH,BTS,3,GB,74RY,BT4A,-9,-9,-9,14,78,1991,8,22,0700,-9,30,D,49.5867,-0.4067,49.5867,-0.3533,28E9,30,V,-9,1,1,R,-9,FM,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,92,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20231124
HH,BTS,3,GB,74RY,BT4A,-9,-9,-9,12,77,1991,8,22,0520,-9,30,D,49.7617,-0.6917,49.765,-0.6433,28E9,40,V,-9,1,1,R,-9,FM,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,80,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20231124
HH,BTS,3,GB,74RY,BT4A,-9,-9,-9,15,79,1991,8,22,0818,-9,30,D,49.5083,-0.48,49.505,-0.43,28E9,40,V,-9,1,1,R,-9,FM,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,100,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20231124
HH,BTS,3,GB,74RY,BT4A,-9,-9,-9,1,80,1991,8,22,1005,-9,30,D,49.4267,-0.065,49.4583,-0.0633,27E9,18,V,-9,1,1,R,-9,FM,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,4,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20231124
HH,BTS,3,GB,74RY,BT4A,-9,-9,-9,8,69,1991,8,21,0835,-9,30,D,49.5567,-1.2,49.535,-1.16,28E8,24,V,-9,1,1,R,-9,FM,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,131,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20231124
HH,BTS,3,GB,74RY,BT4A,-9,-9,-9,7,71,1991,8,21,1248,-9,30,D,49.41,-0.7567,49.4017,-0.7067,27E9,23,V,-9,1,1,R,-9,FM,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,104,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20231124
HH,BTS,3,GB,74RY,BT4A,-9,-9,-9,6,72,1991,8,21,1403,-9,30,D,49.415,-0.5467,49.4217,-0.5983,27E9,22,V,-9,1,1,R,-9,FM,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,276,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20231124
HH,BTS,3,GB,74RY,BT4A,-9,-9,-9,10,67,1991,8,21,0517,-9,30,D,49.8733,-1.095,49.8567,-1.0333,28E8,55,V,-9,1,1,R,-9,FM,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,115,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20231124
HH,BTS,3,GB,74RY,BT4A,-9,-9,-9,5,73,1991,8,21,1521,-9,30,D,49.4033,-0.4867,49.3883,-0.44,27E9,23,V,-9,1,1,R,-9,FM,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,107,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20231124
HH,BTS,3,GB,74RY,BT4A,-9,-9,-9,4,74,1991,8,21,1558,-9,30,D,49.3833,-0.4267,49.38,-0.3783,27E9,19,V,-9,1,1,R,-9,FM,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,105,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20231124
HH,BTS,3,GB,74RY,BT4A,-9,-9,-9,82,135,1991,8,28,0709,-9,30,D,51.4217,1.3867,51.4217,1.4383,31F1,12,V,-9,1,1,R,-9,FM,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,75,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20231124
HH,BTS,3,GB,74RY,BT4A,-9,-9,-9,83,136,1991,8,28,1055,-9,30,D,51.72,1.4817,51.69,1.45,32F1,21,V,-9,1,1,R,-9,FM,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,211,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20231124
HH,BTS,3,GB,74RY,BT4A,-9,-9,-9,96,137,1991,8,28,1242,-9,30,D,51.7333,1.3433,51.7217,1.29,32F1,20,V,-9,1,1,R,-9,FM,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,250,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20231124
HH,BTS,3,GB,74RY,BT4A,-9,-9,-9,83,138,1991,8,28,1456,-9,30,D,51.9183,1.5733,51.9517,1.585,32F1,18,I,-9,1,1,R,-9,FM,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,11,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20231124
HH,BTS,3,GB,74RY,BT4A,-9,-9,-9,82,139,1991,8,28,1648,-9,30,D,52.0417,1.8933,52.0617,1.845,33F1,27,I,-9,1,1,R,-9,FM,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,300,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20231124
