Species,Area,Units,Country,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006
BFT,27.7.j,TLW,ES,0 ,0 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,3.8
BFT,27.7.j_NK,TLW,ES,0 ,0 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,3.8
BFT,27.7.k,TLW,ES,0 ,0 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0
BFT,27.7.k_NK,TLW,ES,0 ,0 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0
BFT,27.8.a,TLW,ES,0 ,0 ,0.11,0,0,0,0,0.81,0,0,0,4.52,0,0,0,0,77.2,5.4
BFT,27.8.b,TLW,ES,0.87 ,0.22 ,0.95,0.05,70,77.22,230.23,127.16,0,0,0,44.69,180.2,37.4,346.8,33,145.4,112.1
BFT,27.8.c,TLW,ES,0.91 ,0.52 ,0.2,0.81,59.55,44.5,576.23,368.09,0.17,0,0,65.1,939.32,354.7,278.4,2637,2334.4,808.7
BFT,27.8.d,TLW,ES,0.61 ,0.03 ,0,0,0.58,18.02,1.02,161.4,0,0,0,20.87,23.28,226.7,455.3,156,487.1,214.9
BFT,27.8.d.1,TLW,ES,0 ,0 ,0,0,0,4.12,0,6.86,0,0,0,3.2,0,226.7,455.3,0,0,0
BFT,27.8.d.2,TLW,ES,0.61 ,0.03 ,0,0,0.58,13.9,1.02,154.54,0,0,0,17.67,0,0,0,0,0,0
BFT,27.8.d_NK,TLW,ES,0 ,0 ,0,0,0,0,0,0,0,0,0,0,23.28,0,0,156,487.1,214.9
BFT,27.8.e,TLW,ES,0.84 ,0 ,1.17,0.26,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0
BFT,27.8.e.1,TLW,ES,0 ,0 ,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFT,27.8.e.2,TLW,ES,0.84 ,0 ,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFT,27.8.e_NK,TLW,ES,0 ,0 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0
BFT,27.8_NK,TLW,ES,0 ,0 ,0,0,0,0,0,3.24,0,0,0,0,0,0,0,0,0,0
BFT,27.9.a,TLW,ES,2476.76 ,2330.27 ,1.46,2422.95,5.69,6.26,21.68,3.82,0,0,0,0,0,0,0.01,5,36.6,67.7
BFT,27.9.b,TLW,ES,1.43 ,0.51 ,0.99,1.5,0.35,0,0,0.29,0,0,0,0,0,0,0,0,0.5,0.7
BFT,27.9.b.1,TLW,ES,1.2 ,0.51 ,0.49,0.38,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0
BFT,27.9.b.2,TLW,ES,0.23 ,0 ,0.5,1.12,0.21,0,0,0.29,0,0,0,0,0,0,0,0,0,0
BFT,27.9.b_NK,TLW,ES,0 ,0 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.7
BFT,27,TLW,FO,2,0.125,0.5,0,0,0,0,0,0.13,1,1,0,0,0,0,0,0,0
BFT,27.2,TLW,FO,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFT,27.5,TLW,FO,2,0.125,0,0,0,0,0,0,0.13,1,1,0,0,0,0,0,0,0
BFT,27.2.a,TLW,FO,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFT,27.2.a.2,TLW,FO,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFT,27.5.b,TLW,FO,2,0.125,0,0,0,0,0,0,0.13,1,1,0,0,0,0,0,0,0
BFT,27.5.b.1,TLW,FO,1,0.125,0,0,0,0,0,0,0.13,1,1,0,0,0,0,0,0,0
BFT,27.5.b.1.b,TLW,FO,1,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFT,27.5.b.1_NK,TLW,FO,0,0,0,0,0,0,0,0,0.13,1,1,0,0,0,0,0,0,0
BFT,27.5.b.2,TLW,FO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFT,27,TLW,FR,663.375,537.95 ,563.018,556.495,451.688,447.344,367.39,344.89,302.49,228.06,234.47,301.89,150.22,210.3,400.4,129.5,637.01,1217.4
BFT,27.10,TLW,FR,0 ,0.066 ,0,0,0,0,0,0,0,0,0.61,0,0,0,0,0,0,0
BFT,27.12,TLW,FR,0 ,0 ,0,0,0,0,0,0,3.93,0.48,0,0,0,0,0,0,0,0
BFT,27.4,TLW,FR,0.12,0.12 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFT,27.6,TLW,FR,0 ,0 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
BFT,27.7,TLW,FR,40.61,39.989 ,45.885,26.33,12.36,11.913,4.42,4.94,21.63,105.68,117.09,7.31,14.96,17.8,0.8,0,31.51,76.8
BFT,27.8,TLW,FR,622.645,497.775 ,517.133,530.165,439.328,435.431,362.98,339.96,276.93,120.06,116.52,146.08,135.26,188.9,388.7,129.5,605.5,1140.5
BFT,27.10.a,TLW,FR,0 ,0.066 ,0,0,0,0,0,0,0,0,0.61,0,0,0,0,0,0,0
BFT,27.10.a.2,TLW,FR,0 ,0.066 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFT,27.10.a_NK,TLW,FR,0 ,0 ,0,0,0,0,0,0,0,0,0.61,0,0,0,0,0,0,0
BFT,27.12.a,TLW,FR,0 ,0 ,0,0,0,0,0,0,3.93,0.48,0,0,0,0,0,0,0,0
BFT,27.12.a_NK,TLW,FR,0 ,0 ,0,0,0,0,0,0,3.93,0.48,0,0,0,0,0,0,0,0
BFT,27.4.c,TLW,FR,0.12,0.12 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFT,27.6.a,TLW,FR,0 ,0 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
BFT,27.7.a,TLW,FR,0 ,0 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6
BFT,27.7.b,TLW,FR,0 ,0 ,0,0,0,0,0.58,0,0,0,0,0,0,0,0,0,0,0.4
BFT,27.7.c,TLW,FR,0 ,0 ,0,0,0.22,0.05,0,0,0,0,0,0,0,0,0,0,0,0.1
BFT,27.7.c.2,TLW,FR,0 ,0 ,0,0,0.22,0.05,0,0,0,0,0,0,0,0,0,0,0,0
BFT,27.7.c_NK,TLW,FR,0 ,0 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
BFT,27.7.d,TLW,FR,9.71,2.991 ,1.27,1.83,0.91,0.44,0.1,0,0,0.02,0.01,0,0,0,0,0,0,0
BFT,27.7.e,TLW,FR,24.34,13.641 ,15.225,7.374,5.251,4.627,1.9,0,0.51,0,0.02,0,0.06,0.9,0,0,0,2.1
BFT,27.7.g,TLW,FR,0 ,0 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.7
BFT,27.7.h,TLW,FR,4.54,0 ,0.899,0,0.312,0.233,0,0,0.01,2.28,0.06,0,0,0,0,0,31.5,28.5
BFT,27.7.j,TLW,FR,2.02,23.357 ,28.491,17.006,5.667,2.845,1.84,2.45,18.25,11.99,105.46,7.04,6.21,5.8,0,0,0.01,0
BFT,27.7.j.1,TLW,FR,0 ,0.318 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFT,27.7.j.2,TLW,FR,2.02,23.039 ,28.491,17.006,5.667,2.845,1.84,2.45,0,0,0,0,0,0,0,0,0,0
BFT,27.7.j_NK,TLW,FR,0 ,0 ,0,0,0,0,0,0,18.25,11.99,105.46,7.04,6.21,5.8,0,0,0.01,0
BFT,27.7.k,TLW,FR,0 ,0 ,0,0.12,0,3.718,0,2.48,2.86,91.39,11.54,0.27,8.69,11.1,0.8,0,0,2.4
BFT,27.7.k.2,TLW,FR,0 ,0 ,0,0.12,0,3.718,0,2.48,0,0,0,0,0,0,0,0,0,0
BFT,27.7.k_NK,TLW,FR,0 ,0 ,0,0,0,0,0,0,2.86,91.39,11.54,0.27,8.69,11.1,0.8,0,0,2.4
BFT,27.8.a,TLW,FR,135.69,93.605 ,87.389,135.944,97.602,51.941,41.56,63.96,31.87,4.77,3.45,4.98,7.94,32.3,19.9,0,218.4,584.1
BFT,27.8.b,TLW,FR,355.632,245.638 ,314.025,193.732,228.636,137.257,132.75,113.12,138.65,78.58,80.24,67.24,88.66,41,152.8,15.7,177.6,409.6
BFT,27.8.c,TLW,FR,77.423,143.874 ,95.193,133.064,73.248,54.096,136.27,93.87,32.35,13.2,23.67,56.9,27.99,28.4,135,113.4,188.2,97.5
BFT,27.8.d,TLW,FR,53.9,14.658 ,20.526,67.425,39.842,192.137,52.4,69.01,74.03,23.51,9,16.96,10.39,70.3,81,0.4,21.3,49.3
BFT,27.8.d.2,TLW,FR,53.9,14.658 ,20.526,67.425,39.842,192.137,52.4,69.01,0,0,0,0,0,0,0,0,0,0
BFT,27.8.d_NK,TLW,FR,0 ,0 ,0,0,0,0,0,0,74.03,23.51,9,16.96,10.39,70.3,81,0.4,21.3,49.3
BFT,27.8.e,TLW,FR,0 ,0 ,0,0,0,0,0,0,0.03,0,0.16,0,0.28,16.9,0,0,0,0
BFT,27.8.e_NK,TLW,FR,0 ,0 ,0,0,0,0,0,0,0.03,0,0.16,0,0.28,16.9,0,0,0,0
BFT,27_NK,TLW,FR,0 ,0 ,0,0,0,0,0,0,0,1.84,0.25,148.5,0,3.6,10.9,0,0,0
BFT,27,TLW,GB,21,4,0,0,0,0,0,2.98,0,0,0,0,0,0,0.6,0.01,0,0.01
BFT,27.4,TLW,GB,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFT,27.7,TLW,GB,21,2,0,0,0,0,0,2.98,0,0,0,0,0,0,0,0.01,0,0.01
BFT,27.8,TLW,GB,0 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0
BFT,27.4.a,TLW,GB,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFT,27.7.e,TLW,GB,13,1,0,0,0,0,0,2.98,0,0,0,0,0,0,0,0.01,0,0.01
BFT,27.7.f,TLW,GB,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFT,27.8.c,TLW,GB,0 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0
BFT,27.8.d,TLW,GB,0 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0
BFT,27.8.d.2,TLW,GB,0 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0
BFT,27,TLW,GL,0,0,0,0,0,0,0,0.2,1.876,13,0,0,0,0,0,0,0,0
BFT,27.14,TLW,GL,0,0,0,0,0,0,0,0.2,1.876,13,0,0,0,0,0,0,0,0
BFT,27.14.b,TLW,GL,0,0,0,0,0,0,0,0.2,1.876,13,0,0,0,0,0,0,0,0
BFT,27.14.b.2,TLW,GL,0,0,0,0,0,0,0,0.2,1.876,13,0,0,0,0,0,0,0,0
BFT,27,TLW,IE,0 c,0 c,0,0,0,0,16.02,34.3,15.89,19.42,13.11,11.14,4.39,2.2,1,0.9,0.31,2.31
BFT,27.10,TLW,IE,0 ,0 ,0,0,0,0,0,1.95,0,0.67,0.39,0,0,0,0,0,0,0
BFT,27.12,TLW,IE,0 ,0 ,0,0,0,0,0,0.34,0.77,2.74,0,0,0,0,0,0,0,0
BFT,27.6,TLW,IE,0 c,0 c,0,0,0,0,0,1.99,0.65,0,0,0,0,0,0,0,0,0
BFT,27.7,TLW,IE,0 c,0 c,0,0,0,0,1.33,25.97,14.47,15.56,12.73,10.61,4.39,1.6,1,0.9,0.2,0.01
BFT,27.8,TLW,IE,17.7284 ,0 c,0,0,0,0,14.69,4.05,0,0.45,0,0.53,0,0.6,0,0,0.11,2.3
BFT,27.10.b,TLW,IE,0 ,0 ,0,0,0,0,0,1.95,0,0.67,0.39,0,0,0,0,0,0,0
BFT,27.12.b,TLW,IE,0 ,0 ,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0
BFT,27.12.c,TLW,IE,0 ,0 ,0,0,0,0,0,0.34,0.77,2.22,0,0,0,0,0,0,0,0
BFT,27.6.a,TLW,IE,0 c,0 c,0,0,0,0,0,1.99,0.65,0,0,0,0,0,0,0,0,0
BFT,27.7.b,TLW,IE,0 c,0 ,0,0,0,0,0,0.52,0.18,0,0,0,0,0,0,0,0,0
BFT,27.7.c,TLW,IE,0 c,0 ,0,0,0,0,0,1.05,0,0,0,0,0,0,0,0,0,0
BFT,27.7.c.2,TLW,IE,0 c,0 ,0,0,0,0,0,1.05,0,0,0,0,0,0,0,0,0,0
BFT,27.7.e,TLW,IE,0 ,0 ,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0
BFT,27.7.g,TLW,IE,0 c,0 c,0,0,0,0,0.3,3.87,3.27,2.71,0,0,0,0,0,0,0,0
BFT,27.7.h,TLW,IE,0 ,0 ,0,0,0,0,0,0,1.7,0,0.4,0,0,0,0,0,0,0
BFT,27.7.j,TLW,IE,0 c,13.918 ,0,6.4085,0,1.878,1.03,10.5,8.09,1.32,1.31,4.23,0.65,0,0,0.1,0.1,0.01
BFT,27.7.j.2,TLW,IE,0 c,13.918 ,0,6.4085,0,1.878,1.03,10.5,8.09,1.32,1.31,4.23,0,0,0,0,0,0
BFT,27.7.j_NK,TLW,IE,0 ,0 ,0,0,0,0,0,0,0,0,0,0,0.65,0,0,0.1,0.1,0.01
BFT,27.7.k,TLW,IE,0 ,0 ,0,1.093,0,0,0,10.03,1.12,11.53,11.02,6.38,3.74,1.6,1,0.8,0.1,0
BFT,27.7.k.1,TLW,IE,0 ,0 ,0,0,0,0,0,0,0.15,1.75,0.75,1.33,0,0,0,0,0,0
BFT,27.7.k.2,TLW,IE,0 ,0 ,0,1.093,0,0,0,10.03,0.97,9.78,10.27,4.94,0,0,0,0,0,0
BFT,27.7.k_NK,TLW,IE,0 ,0 ,0,0,0,0,0,0,0,0,0,0.1,3.74,1.6,1,0.8,0.1,0
BFT,27.8.a,TLW,IE,2.0942 ,0 c,0,0.5435,0,0,0.51,0.32,0,0,0,0,0,0,0,0,0,0.1
BFT,27.8.b,TLW,IE,0.812 ,0 ,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0
BFT,27.8.c,TLW,IE,2.0505 ,0 c,14.46,4.4836,0,0,8.2,1.57,0,0,0,0,0,0,0,0,0.01,0.1
BFT,27.8.d,TLW,IE,12.7717 ,3.404 ,0.668,2.911,1.85,11.903,1.7,2.15,0,0,0,0,0,0.6,0,0,0.1,2.1
BFT,27.8.d.2,TLW,IE,12.7717 ,3.404 ,0.668,2.911,1.85,11.903,1.7,2.15,0,0,0,0,0,0,0,0,0,0
BFT,27.8.d_NK,TLW,IE,0 ,0 ,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0.1,2.1
BFT,27.8.e,TLW,IE,0 ,0 ,0,0,0,0,4.09,0,0,0.45,0,0.53,0,0,0,0,0,0
BFT,27.8.e.1,TLW,IE,0 ,0 ,0,0,0,0,4.09,0,0,0.45,0,0.53,0,0,0,0,0,0
BFT,27,TLW,IS,0 ,0 ,1,1,0,0,0,0,0,31,4,5,2.35,0,0,0,0,0
BFT,27.12,TLW,IS,0 ,0 ,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
BFT,27.14,TLW,IS,0 ,0 ,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
BFT,27.5,TLW,IS,0 ,0 ,1,1,0,0,0,0,0,29,4,1,2.35,0,0,0,0,0
BFT,27.12.a,TLW,IS,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
BFT,27.12.a.4,TLW,IS,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
BFT,27.14.b,TLW,IS,0 ,0 ,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
BFT,27.14.b.2,TLW,IS,0 ,0 ,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
BFT,27.5.a,TLW,IS,0 ,0 ,1,1,0,0,0,0,0,0,4,1,2.35,0,0,0,0,0
BFT,27.5.a.1,TLW,IS,0 ,0 ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFT,27.5.a.2,TLW,IS,0 ,0 ,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0
BFT,27.5.a_NK,TLW,IS,0 ,0 ,0,0,0,0,0,0,0,0,0,0,2.35,0,0,0,0,0
BFT,27.5.b,TLW,IS,0 ,0 ,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0
BFT,27.5.b.2,TLW,IS,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0
BFT,27,TLW,JP,3083,3330,3318,2773,2524,2270,1911,1578,1386,1121,1129,1093,1092,1140,1886,1808,1387,1072
BFT,27_NK,TLW,JP,0,0,0,2773,2524,2270,1911,1578,1386,1121,1129,1093,1092,1140,1886,1808,1387,1072
BFT,27,TLW,KR,273.55,252.28,242.24,247,232.43,0,157,139,0,0,0,0,0,0,0,0,0,0
BFT,27_NK,TLW,KR,0,0,0,247,232.43,0,157,139,0,0,0,0,0,0,0,0,0,0
BFT,27,TLW,NL,0.84 ,0 ,0.35,0.15,0,0.072,0.39,1.8,0,0,0,0,0,0,0,0,0,0
BFT,27.4,TLW,NL,0 ,0 ,0.35,0,0,0.072,0,0,0,0,0,0,0,0,0,0,0,0
BFT,27.7,TLW,NL,0.84 ,0 ,0,0.15,0,0,0.39,1.8,0,0,0,0,0,0,0,0,0,0
BFT,27.4.a,TLW,NL,0 ,0 ,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFT,27.4.b,TLW,NL,0 ,0 ,0,0,0,0.072,0,0,0,0,0,0,0,0,0,0,0,0
BFT,27.7.b,TLW,NL,0 ,0 ,0,0,0,0,0.39,0,0,0,0,0,0,0,0,0,0,0
BFT,27.7.c,TLW,NL,0 ,0 ,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFT,27.7.c.2,TLW,NL,0 ,0 ,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFT,27.7.d,TLW,NL,0 ,0 ,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0
BFT,27.7.e,TLW,NL,0 ,0 ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
BFT,27.7.g,TLW,NL,0 ,0 ,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0
BFT,27.7.k,TLW,NL,0.84 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFT,27.7.k.2,TLW,NL,0.84 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFT,27,TLW,NO,113.05 ,117.69 ,151.58,191.84,49.31,11.17,49.96,43.77,8.3,0.11,0.31,0,0,0,0,0.3,0,0
BFT,27.2,TLW,NO,70.32 ,81.43 ,143.53,58.96,31.46,10.44,16.42,42.13,6.42,0,0,0,0,0,0,0,0,0
BFT,27.3,TLW,NO,0 ,0 ,0,0.01,0.01,0,1.94,0.39,0,0,0,0,0,0,0,0,0,0
BFT,27.4,TLW,NO,42.73 ,36.26 ,7.63,132.87,17.84,0.5,31.6,0.23,0.56,0,0.13,0,0,0,0,0,0,0
BFT,27.6,TLW,NO,0 ,0 ,0,0,0,0.23,0,0,0.3,0,0,0,0,0,0,0,0,0
BFT,27.7,TLW,NO,0 ,0 ,0.42,0,0,0,0,1.02,1.02,0.11,0.18,0,0,0,0,0.3,0,0
BFT,27.2.a,TLW,NO,70.32 ,81.43 ,143.53,58.96,31.46,10.44,16.42,42.13,6.42,0,0,0,0,0,0,0,0,0
BFT,27.2.a.2,TLW,NO,70.32 ,81.43 ,143.53,58.96,31.46,10.44,16.42,42.13,6.42,0,0,0,0,0,0,0,0,0
BFT,27.3.a,TLW,NO,0 ,0 ,0,0.01,0.01,0,1.94,0.39,0,0,0,0,0,0,0,0,0,0
BFT,27.3.a.20,TLW,NO,0,0,0,0,0,0,0,0.39,0,0,0,0,0,0,0,0,0,0
BFT,27.3.a_NK,TLW,NO,0 ,0 ,0,0.01,0.01,0,1.94,0,0,0,0,0,0,0,0,0,0,0
BFT,27.4.a,TLW,NO,42.73 ,36.26 ,7.63,132.87,17.71,0.5,31.6,0.23,0.56,0,0.13,0,0,0,0,0,0,0
BFT,27.4.b,TLW,NO,0 ,0 ,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0
BFT,27.6.a,TLW,NO,0 ,0 ,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0
BFT,27.6.b,TLW,NO,0 ,0 ,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0
BFT,27.6.b.2,TLW,NO,0 ,0 ,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0
BFT,27.7.b,TLW,NO,0 ,0 ,0,0,0,0,0,0.71,0,0,0,0,0,0,0,0,0,0
BFT,27.7.bc_NK,TLW,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0
BFT,27.7.c,TLW,NO,0 ,0 ,0.42,0,0,0,0,0,0.35,0.11,0,0,0,0,0,0,0,0
BFT,27.7.c.2,TLW,NO,0 ,0 ,0.42,0,0,0,0,0,0.35,0.11,0,0,0,0,0,0,0,0
BFT,27.7.k,TLW,NO,0 ,0 ,0,0,0,0,0,0.31,0.67,0,0.18,0,0,0,0,0,0,0
BFT,27.7.k.1,TLW,NO,0 ,0 ,0,0,0,0,0,0.31,0.67,0,0.18,0,0,0,0,0,0,0
BFT,27,TLW,PT,0 c,471.52 ,512.32,477.26,438.53,427.77,413.06,320.21,0,42.42,235,223.35,180.52,58,46.01,36,28,35.5
BFT,27.10,TLW,PT,0 c,54.71 ,109.02,12.3,15.64,1.41,3.05,2.83,0,0,0,0,0,0,5,1,4,3.3
BFT,27.7,TLW,PT,0 ,0 ,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0
BFT,27.8,TLW,PT,0 c,1.42 ,0,0.98,1.35,0,45.59,0,0,0,0,0.3,0.01,0,0,9,0,0
BFT,27.9,TLW,PT,446.02 ,415.39 ,403.3,463.98,421.33,426.36,364.42,317.38,0,42.42,235,223.05,180.51,58,41.01,26,24,32.2
BFT,27.10.a,TLW,PT,86.55 ,54.62 ,108.58,12.3,10.72,1.41,3.05,2.83,0,0,0,0,0,0,5,1,3,2.7
BFT,27.10.a.1,TLW,PT,9.98 ,4.32 ,5.82,3.2,9.58,0,0.05,1.4,0,0,0,0,0,0,0,0,0,0
BFT,27.10.a.2,TLW,PT,76.57 ,50.3 ,102.76,9.1,1.14,1.41,3,1.43,0,0,0,0,0,0,0,0,0,0
BFT,27.10.a_NK,TLW,PT,0 ,0 ,0,0,0,0,0,0,0,0,0,0,0,0,5,1,3,2.7
BFT,27.10.b,TLW,PT,0 c,0.09 ,0.44,0,4.92,0,0,0,0,0,0,0,0,0,0,0,0,0
BFT,27.10_NK,TLW,PT,0 ,0 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6
BFT,27.7.g,TLW,PT,0 ,0 ,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0
BFT,27.8.a,TLW,PT,0 ,0.26 ,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0
BFT,27.8.b,TLW,PT,0 ,0.34 ,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0
BFT,27.8.c,TLW,PT,0 c,0 ,0,0.98,0.38,0,0,0,0,0,0,0,0.01,0,0,0,0,0
BFT,27.8.d,TLW,PT,0 ,0 ,0,0,0,0,45.59,0,0,0,0,0,0,0,0,0,0,0
BFT,27.8.d.2,TLW,PT,0 ,0 ,0,0,0,0,45.59,0,0,0,0,0,0,0,0,0,0,0
BFT,27.8.e,TLW,PT,0 c,0.82 ,0,0,0.09,0,0,0,0,0,0,0.3,0,0,0,9,0,0
BFT,27.8.e.1,TLW,PT,0 c,0.82 ,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0
BFT,27.8.e.2,TLW,PT,0 ,0 ,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0
BFT,27.8.e_NK,TLW,PT,0 ,0 ,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
BFT,27.9.a,TLW,PT,430.22 ,409.29 ,390.67,451.34,379.49,419.59,361.34,315.53,0,42.42,235,223.05,180.51,58,41,25,20,0
BFT,27.9.b,TLW,PT,15.8 ,6.1 ,12.63,12.64,41.84,6.77,3.08,1.85,0,0,0,0,0,0,0.01,1,4,0.5
BFT,27.9.b.1,TLW,PT,13.8 ,6 ,11.26,5.84,15.17,1.88,2.9,1.85,0,0,0,0,0,0,0,0,0,0
BFT,27.9.b.2,TLW,PT,2 ,0.1 ,1.37,6.8,26.67,4.89,0.18,0,0,0,0,0,0,0,0,0,0,0
BFT,27.9.b_NK,TLW,PT,0 ,0 ,0,0,0,0,0,0,0,0,0,0,0,0,0.01,1,4,0.5
BFT,27.9_NK,TLW,PT,0 ,0 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.7
BFT,27,TLW,SE,1.545 ,0.573 ,0.07,0,0.45,0,2.03,0,0,0,0,0,0,0,0,0,0,0
BFT,27.2,TLW,SE,0.339 ,0 ,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFT,27.3,TLW,SE,0 ,0 ,0,0,0.45,0,2.03,0,0,0,0,0,0,0,0,0,0,0
BFT,27.4,TLW,SE,1.206 ,0.573 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFT,27.2.a,TLW,SE,0.339 ,0 ,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFT,27.2.a.2,TLW,SE,0.339 ,0 ,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFT,27.3.a,TLW,SE,0 ,0 ,0,0,0.45,0,2.03,0,0,0,0,0,0,0,0,0,0,0
BFT,27.3.a.20,TLW,SE,0 ,0 ,0,0,0.45,0,2.03,0,0,0,0,0,0,0,0,0,0,0
BFT,27.4.b,TLW,SE,1.206 ,0.573 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BGR,27,TLW,PT,0.06 ,0.05 ,0.08,0.05,0.03,0,0,0,0,0,0.03,0.3,0.41,0,0,0,0,0
BGR,27.10,TLW,PT,0.06 ,0.05 ,0.08,0.05,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0
BGR,27.9,TLW,PT,0 ,0 ,0,0,0.01,0,0,0,0,0,0.03,0.3,0.41,0,0,0,0,0
BGR,27.10.a,TLW,PT,0.06 ,0.05 ,0.08,0.05,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0
BGR,27.10.a.2,TLW,PT,0.06 ,0.05 ,0.08,0.05,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0
BGR,27.9.a,TLW,PT,0 ,0 ,0,0,0.01,0,0,0,0,0,0.03,0.3,0.41,0,0,0,0,0
BGX,27,TLW,PT,0.33 ,0.17 ,0.27,0.36,0.44,0,0,0,0.79,0,0.68,0.84,1.84,1,2.01,3,0,0
BGX,27.8,TLW,PT,0 ,0 ,0,0,0,0,0,0,0,0,0.01,0,0,0,0.01,2,0,0
BGX,27.9,TLW,PT,0.33 ,0.17 ,0.27,0.36,0.44,0,0,0,0.79,0,0.67,0.84,1.84,1,2,1,0,0
BGX,27.8.c,TLW,PT,0 ,0 ,0,0,0,0,0,0,0,0,0.01,0,0,0,0.01,2,0,0
